epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,2908.43,0.34723,0.23338,0.85054,0.99954,0.84479,0.92191,0.91406,0.25806,0.16678,0.82438,0.0037036,0.0037036,0.0037036
161,2923.53,0.34376,0.23096,0.84914,0.99954,0.84595,0.92252,0.91439,0.25925,0.16606,0.82367,0.003664,0.003664,0.003664
162,2938.01,0.34223,0.23056,0.84761,0.99954,0.84054,0.91989,0.91241,0.25843,0.16591,0.82378,0.0036244,0.0036244,0.0036244
163,2952.52,0.33949,0.22976,0.84886,0.99954,0.84788,0.92347,0.91509,0.25817,0.16482,0.82259,0.0035848,0.0035848,0.0035848
164,2967.79,0.34074,0.23123,0.84688,0.99908,0.84247,0.9207,0.91253,0.25704,0.16668,0.82358,0.0035452,0.0035452,0.0035452
165,2984.83,0.33732,0.22733,0.84593,0.99909,0.84865,0.92381,0.91566,0.26004,0.16581,0.82414,0.0035056,0.0035056,0.0035056
166,3001.68,0.34064,0.22779,0.85149,0.9991,0.85946,0.92928,0.92066,0.25769,0.16657,0.82351,0.003466,0.003466,0.003466
167,3017.19,0.34074,0.22809,0.84991,0.99864,0.85174,0.92521,0.91739,0.25763,0.16436,0.82292,0.0034264,0.0034264,0.0034264
168,3040.05,0.33795,0.22871,0.8469,0.99955,0.85212,0.92561,0.91748,0.2565,0.1659,0.8241,0.0033868,0.0033868,0.0033868
169,3063.03,0.33601,0.22733,0.84986,0.99909,0.85019,0.92462,0.91676,0.25523,0.16465,0.8233,0.0033472,0.0033472,0.0033472
170,3086.34,0.33865,0.2264,0.84663,0.99955,0.85019,0.92475,0.91695,0.25653,0.16371,0.82428,0.0033076,0.0033076,0.0033076
171,3101.25,0.33442,0.22248,0.84704,0.99955,0.85444,0.9268,0.91872,0.25635,0.16265,0.82297,0.003268,0.003268,0.003268
172,3120.45,0.33322,0.22404,0.84535,0.99954,0.84788,0.92352,0.91559,0.25609,0.16199,0.82304,0.0032284,0.0032284,0.0032284
173,3144.51,0.33757,0.22635,0.84598,0.99955,0.85598,0.92754,0.91924,0.25405,0.16138,0.82155,0.0031888,0.0031888,0.0031888
174,3159.2,0.33693,0.22391,0.84629,0.99955,0.85174,0.92544,0.91726,0.25378,0.16234,0.82083,0.0031492,0.0031492,0.0031492
175,3173.86,0.33084,0.22236,0.84564,0.99955,0.86023,0.92972,0.92105,0.25572,0.16137,0.82353,0.0031096,0.0031096,0.0031096
176,3188.84,0.3333,0.22359,0.84374,0.99955,0.85212,0.92566,0.91721,0.25697,0.1624,0.82369,0.00307,0.00307,0.00307
177,3214.34,0.33228,0.22204,0.84583,0.99955,0.86178,0.9305,0.92097,0.25711,0.16289,0.82426,0.0030304,0.0030304,0.0030304
178,3241.22,0.33282,0.22195,0.84199,0.99955,0.85444,0.92678,0.91891,0.25463,0.16123,0.82261,0.0029908,0.0029908,0.0029908
179,3265.1,0.32853,0.21984,0.84316,0.99955,0.85907,0.92914,0.92062,0.25301,0.16032,0.82204,0.0029512,0.0029512,0.0029512
180,3288.93,0.32859,0.22108,0.84618,0.99955,0.85869,0.92895,0.92018,0.25468,0.16192,0.82214,0.0029116,0.0029116,0.0029116
181,3313.25,0.33141,0.22144,0.84289,0.9991,0.86062,0.92985,0.92185,0.25142,0.15758,0.8199,0.002872,0.002872,0.002872
182,3336.94,0.32684,0.22071,0.83923,0.99955,0.85985,0.92957,0.92159,0.25011,0.15733,0.81951,0.0028324,0.0028324,0.0028324
