epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,43624.6,0.29155,0.20663,0.82181,0.99957,0.8973,0.94822,0.94021,0.22171,0.15093,0.80199,0.0035155,0.0035155,0.0035155
133,43649.1,0.2961,0.20735,0.82049,0.99957,0.89382,0.94646,0.93929,0.21691,0.14665,0.79835,0.003466,0.003466,0.003466
134,43673.7,0.29052,0.20522,0.82229,0.99957,0.89846,0.94881,0.941,0.21798,0.14755,0.7996,0.0034165,0.0034165,0.0034165
135,43698.5,0.28798,0.20357,0.82476,0.99957,0.89266,0.94597,0.93886,0.21842,0.14877,0.80288,0.003367,0.003367,0.003367
136,43723.6,0.29083,0.20455,0.81988,0.99957,0.90232,0.95072,0.94345,0.21782,0.14658,0.80163,0.0033175,0.0033175,0.0033175
137,43748.8,0.28992,0.2036,0.81911,0.99957,0.89498,0.94699,0.94045,0.216,0.14439,0.7977,0.003268,0.003268,0.003268
138,43774.7,0.28614,0.20122,0.82006,0.99957,0.90154,0.95036,0.94301,0.21763,0.14586,0.79856,0.0032185,0.0032185,0.0032185
139,43800.4,0.2856,0.1983,0.82317,0.99957,0.90656,0.95281,0.94537,0.21544,0.14553,0.79935,0.003169,0.003169,0.003169
140,43825.4,0.28554,0.19978,0.81949,0.99957,0.90077,0.94996,0.94257,0.21457,0.14446,0.79941,0.0031195,0.0031195,0.0031195
141,43850.4,0.2865,0.19765,0.82165,0.99957,0.90154,0.95038,0.9434,0.217,0.1443,0.7998,0.00307,0.00307,0.00307
142,43875.4,0.28755,0.203,0.82191,0.99957,0.88958,0.94445,0.93804,0.21428,0.14468,0.79765,0.0030205,0.0030205,0.0030205
143,43900.2,0.28661,0.20043,0.8193,0.99957,0.90772,0.95342,0.94592,0.21323,0.14186,0.79632,0.002971,0.002971,0.002971
144,43925.6,0.28423,0.19764,0.81964,0.99958,0.90888,0.95402,0.94702,0.21241,0.14198,0.79758,0.0029215,0.0029215,0.0029215
145,43951.5,0.281,0.19747,0.81875,0.99957,0.90541,0.95221,0.9452,0.21124,0.1414,0.79863,0.002872,0.002872,0.002872
146,43976.5,0.28193,0.19641,0.82062,0.99957,0.90541,0.9522,0.9455,0.21328,0.1433,0.80304,0.0028225,0.0028225,0.0028225
147,44002.1,0.2822,0.19832,0.81896,0.99957,0.90656,0.95287,0.94548,0.21185,0.14175,0.80072,0.002773,0.002773,0.002773
148,44027.2,0.28723,0.19861,0.81972,0.99957,0.90347,0.9513,0.94455,0.20836,0.14061,0.79566,0.0027235,0.0027235,0.0027235
149,44052.1,0.28057,0.19422,0.82017,0.99957,0.90154,0.95038,0.94388,0.20905,0.14012,0.79538,0.002674,0.002674,0.002674
150,44077.8,0.27594,0.19291,0.8185,0.99958,0.91313,0.95606,0.94876,0.20911,0.13976,0.79884,0.0026245,0.0026245,0.0026245
151,44103.3,0.27593,0.19317,0.81885,0.99958,0.90849,0.95392,0.94751,0.2095,0.13968,0.79745,0.002575,0.002575,0.002575
152,44128.7,0.27473,0.19207,0.81602,0.99957,0.89884,0.949,0.94263,0.20951,0.13869,0.79765,0.0025255,0.0025255,0.0025255
153,44153.5,0.27934,0.19494,0.81922,0.99958,0.90849,0.95383,0.94667,0.20927,0.13784,0.79841,0.002476,0.002476,0.002476
154,44178.9,0.27791,0.19263,0.81983,0.99958,0.91081,0.95503,0.94853,0.20769,0.13634,0.7957,0.0024265,0.0024265,0.0024265
155,44204.4,0.27654,0.19539,0.81581,0.99958,0.91351,0.95622,0.94924,0.205,0.13802,0.79245,0.002377,0.002377,0.002377
156,44229.8,0.27635,0.1924,0.81706,0.99958,0.91236,0.95568,0.94905,0.2046,0.1361,0.79336,0.0023275,0.0023275,0.0023275
157,44255.3,0.2704,0.19064,0.81857,0.99958,0.91776,0.95843,0.95126,0.20476,0.13555,0.79434,0.002278,0.002278,0.002278
158,44280.4,0.27601,0.191,0.81743,0.99958,0.91583,0.95748,0.95074,0.20469,0.1357,0.79606,0.0022285,0.0022285,0.0022285
159,44305.4,0.27187,0.18998,0.81799,0.99958,0.91467,0.95689,0.95035,0.20535,0.13389,0.79576,0.002179,0.002179,0.002179
160,44330.4,0.2748,0.19088,0.81788,0.99958,0.91776,0.95845,0.95204,0.20333,0.13377,0.79656,0.0021295,0.0021295,0.0021295
161,44355.6,0.26995,0.18771,0.81706,0.99958,0.9139,0.95654,0.95011,0.20255,0.13407,0.79602,0.00208,0.00208,0.00208
162,44380.6,0.27117,0.18931,0.81587,0.99958,0.91351,0.95625,0.94981,0.20097,0.13384,0.79521,0.0020305,0.0020305,0.0020305
163,44405.5,0.26894,0.18592,0.81881,0.99958,0.92162,0.96034,0.95397,0.19945,0.13354,0.7945,0.001981,0.001981,0.001981
164,44431.1,0.26784,0.18819,0.81653,0.99958,0.91776,0.95841,0.95154,0.20363,0.13514,0.79715,0.0019315,0.0019315,0.0019315
165,44456.1,0.26518,0.18585,0.81496,0.99958,0.92548,0.96219,0.95493,0.20234,0.13573,0.79776,0.001882,0.001882,0.001882
166,44481.4,0.266,0.18531,0.81998,0.99958,0.92664,0.96284,0.95569,0.20174,0.13383,0.79702,0.0018325,0.0018325,0.0018325
167,44506.3,0.26836,0.18504,0.819,0.99958,0.92471,0.96187,0.95474,0.20186,0.13325,0.7974,0.001783,0.001783,0.001783
168,44530.9,0.26421,0.18455,0.81633,0.99958,0.92819,0.9637,0.95659,0.19738,0.13057,0.79561,0.0017335,0.0017335,0.0017335
169,44555.3,0.26115,0.18228,0.81746,0.99958,0.9251,0.96208,0.95542,0.19811,0.12954,0.79592,0.001684,0.001684,0.001684
170,44580,0.26454,0.18448,0.81485,0.99958,0.9166,0.95792,0.9515,0.19933,0.12953,0.79492,0.0016345,0.0016345,0.0016345
171,44604.8,0.26113,0.18162,0.81561,0.99958,0.92162,0.96048,0.95416,0.19845,0.13097,0.79499,0.001585,0.001585,0.001585
172,44629.4,0.2595,0.18051,0.81471,0.99958,0.92201,0.96066,0.95431,0.19622,0.13015,0.79307,0.0015355,0.0015355,0.0015355
173,44653.9,0.26283,0.18283,0.81446,0.99958,0.92124,0.96032,0.95404,0.19709,0.13009,0.79451,0.001486,0.001486,0.001486
174,44678.7,0.26121,0.18079,0.81487,0.99958,0.9278,0.96352,0.95718,0.19563,0.13019,0.79284,0.0014365,0.0014365,0.0014365
175,44703.1,0.25677,0.17929,0.81433,0.99958,0.9251,0.96204,0.95548,0.19697,0.13146,0.7919,0.001387,0.001387,0.001387
176,44728.8,0.25732,0.17952,0.81199,0.99958,0.92896,0.96417,0.95764,0.19498,0.12963,0.79209,0.0013375,0.0013375,0.0013375
177,44753.8,0.25663,0.17768,0.81561,0.99959,0.93282,0.96593,0.95923,0.19388,0.12913,0.79253,0.001288,0.001288,0.001288
178,44778.8,0.25808,0.17894,0.81148,0.99958,0.92973,0.96454,0.9579,0.19512,0.12888,0.7937,0.0012385,0.0012385,0.0012385
179,44803.7,0.25416,0.1755,0.81387,0.99958,0.92857,0.96395,0.95773,0.19537,0.1285,0.7934,0.001189,0.001189,0.001189
180,44828.6,0.25321,0.17551,0.81543,0.99958,0.92857,0.96393,0.95757,0.19435,0.12745,0.79195,0.0011395,0.0011395,0.0011395
181,44853.4,0.25744,0.17872,0.81501,0.99958,0.92934,0.96435,0.95782,0.19221,0.12554,0.79278,0.00109,0.00109,0.00109
182,44878.3,0.25131,0.17457,0.80946,0.99959,0.93012,0.96477,0.95816,0.19228,0.12544,0.79217,0.0010405,0.0010405,0.0010405
183,44903,0.25476,0.1765,0.81243,0.99959,0.93205,0.96568,0.95887,0.19119,0.12588,0.79285,0.000991,0.000991,0.000991
