epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,3930.94,0.33626,0.21592,0.82756,0.99952,0.81236,0.90574,0.89763,0.2583,0.16814,0.81145,0.00406,0.00406,0.00406
122,3962.82,0.33267,0.21577,0.82807,0.99953,0.82548,0.91232,0.90385,0.25405,0.16718,0.81069,0.0040105,0.0040105,0.0040105
123,3994.77,0.32811,0.21377,0.82449,0.99953,0.82085,0.91009,0.90206,0.25309,0.16658,0.81053,0.003961,0.003961,0.003961
124,4026.37,0.32946,0.21151,0.82554,0.99953,0.81969,0.90953,0.9018,0.25421,0.16539,0.81091,0.0039115,0.0039115,0.0039115
125,4060.38,0.33117,0.21281,0.82713,0.99906,0.82162,0.91041,0.90219,0.25633,0.16579,0.81175,0.003862,0.003862,0.003862
126,4091.31,0.32767,0.20995,0.82578,0.99954,0.8305,0.91488,0.90653,0.25509,0.16467,0.81032,0.0038125,0.0038125,0.0038125
127,4123.15,0.32451,0.20998,0.82362,0.99907,0.83012,0.91461,0.90553,0.25091,0.16416,0.80977,0.003763,0.003763,0.003763
128,4154.6,0.32497,0.21042,0.82162,0.99952,0.81158,0.90539,0.89773,0.25209,0.16482,0.81022,0.0037135,0.0037135,0.0037135
129,4186.58,0.32554,0.20918,0.82411,0.99954,0.83436,0.91672,0.90754,0.2494,0.16364,0.80989,0.003664,0.003664,0.003664
130,4219.22,0.3267,0.21067,0.82399,0.99953,0.82394,0.91162,0.90364,0.2489,0.16176,0.80898,0.0036145,0.0036145,0.0036145
131,4252.34,0.32376,0.21078,0.82594,0.99907,0.82973,0.91441,0.90615,0.25411,0.1646,0.80919,0.003565,0.003565,0.003565
132,4285.16,0.32106,0.20889,0.82252,0.99953,0.8278,0.91355,0.90607,0.25069,0.16116,0.80925,0.0035155,0.0035155,0.0035155
133,4316.97,0.32413,0.20801,0.82308,0.99953,0.82896,0.91414,0.90616,0.25352,0.16406,0.81006,0.003466,0.003466,0.003466
134,4348.71,0.32202,0.20703,0.82414,0.99954,0.83475,0.91697,0.90885,0.2503,0.16325,0.80912,0.0034165,0.0034165,0.0034165
135,4385.24,0.31824,0.20547,0.82441,0.99954,0.83475,0.91703,0.90844,0.24904,0.16195,0.80903,0.003367,0.003367,0.003367
136,4416.28,0.31774,0.20591,0.82028,0.99954,0.83205,0.91557,0.90713,0.24768,0.16112,0.80867,0.0033175,0.0033175,0.0033175
137,4448.22,0.31615,0.20547,0.82029,0.99954,0.84131,0.92028,0.91219,0.24627,0.16022,0.80785,0.003268,0.003268,0.003268
138,4479.95,0.31372,0.20334,0.82249,0.99954,0.83977,0.91955,0.91128,0.24504,0.15976,0.80771,0.0032185,0.0032185,0.0032185
139,4511.62,0.31484,0.20353,0.82256,0.99954,0.839,0.9191,0.91092,0.24623,0.16021,0.80793,0.003169,0.003169,0.003169
140,4544.16,0.31405,0.20231,0.82238,0.99954,0.84208,0.9207,0.91263,0.24512,0.16068,0.80786,0.0031195,0.0031195,0.0031195
141,4577.07,0.31052,0.2011,0.82209,0.99954,0.83359,0.91641,0.90899,0.24286,0.16052,0.80785,0.00307,0.00307,0.00307
142,4609.54,0.31206,0.20278,0.82253,0.99954,0.84131,0.92027,0.91234,0.24412,0.15948,0.80806,0.0030205,0.0030205,0.0030205
143,4641.19,0.31303,0.20332,0.82059,0.99954,0.83668,0.91799,0.90963,0.24864,0.16033,0.80854,0.002971,0.002971,0.002971
144,4672.69,0.31249,0.19977,0.82171,0.99954,0.84595,0.92261,0.91439,0.24254,0.159,0.80768,0.0029215,0.0029215,0.0029215
